community,ApartmentTpye,P/m2,address,houseSize,down-payment,year,toward,pricePerMonth,houseTpye,layer,decorate,SingelLabel,detailUrl
天鹅湾,2室2厅1卫,,9701 元/m²江海区－滘头－,五邑路,90.7平方米,26.40万,2015年,北,普通住宅,高层(共18层),毛坯,70年,有,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1647595656?from=filter&spread=commsearch_p&position=20&kwtype=filter&now_time=1555664660
逸雅轩,3室2厅1卫,,9956 元/m²蓬江区－五邑中医院－,金怡二路2号,88.4平方米,26.40万,2015年,南,普通住宅,中层(共18层),豪华装修,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1653687548?from=filter&spread=commsearch_p&position=21&kwtype=filter&now_time=1555664660
美的雅居乐公园天璟,3室2厅2卫,,10000 元/m²蓬江区－滨江新区－,芝山大道,96平方米,28.80万,2019年,南,普通住宅,中层(共28层),精装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1624584081?from=filter&spread=commsearch_p&position=22&kwtype=filter&now_time=1555664660
松鹤国际新城,3室2厅2卫,,7200 元/m²鹤山市－中山路－,沙坪新环路,100平方米,21.60万,2012年,南,普通住宅,中层(共15层),豪华装修,70年,有,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1658406107?from=filter&spread=commsearch_p&position=23&kwtype=filter&now_time=1555664660
珑山居,3室2厅2卫,,9588 元/m²江海区－中环广场－,江海三路108号,97平方米,27.90万,2015年,南,普通住宅,低层(共13层),毛坯,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1624939878?from=filter&spread=commsearch_p&position=24&kwtype=filter&now_time=1555664660
五邑碧桂园,3室2厅2卫,,8257 元/m²蓬江区－蓬江周边－,群福路,109平方米,27.00万,2009年,南,普通住宅,共5层,简单装修,70年,无,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1636336073?from=filter&spread=commsearch_p&position=25&kwtype=filter&now_time=1555664660
帝临南路5号小区,3室2厅1卫,,5333 元/m²新会区－信合大厦－,帝临南路5号,90平方米,14.40万,1999年,南北,普通住宅,中层(共8层),豪华装修,70年,无,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1655002167?from=filter&spread=commsearch_p&position=26&kwtype=filter&now_time=1555664660
同德二路小区,3室2厅1卫,,6848 元/m²新会区－信合大厦－,会城镇同德二路,92平方米,18.90万,2004年,南北,普通住宅,低层(共7层),豪华装修,70年,无,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1658677237?from=filter&spread=commsearch_p&position=27&kwtype=filter&now_time=1555664660
深源里小区,3室2厅1卫,,4500 元/m²新会区－信合大厦－,深源里,100平方米,13.50万,1992年,南,普通住宅,低层(共8层),豪华装修,70年,无,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1639906051?from=filter&spread=commsearch_p&position=28&kwtype=filter&now_time=1555664660
汇星园,3室2厅2卫,,8427 元/m²蓬江区－滨江新区－,潮连大道,106.8平方米,27.00万,2013年,东南,普通住宅,中层(共11层),毛坯,70年,有,不满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1657074741?from=filter&spread=commsearch_p&position=29&kwtype=filter&now_time=1555664660
兴华苑,3室2厅4卫,,7387 元/m²蓬江区－江华小学－,东华一路,121.6平方米,26.94万,2003年,南北,普通住宅,中层(共7层),精装修,70年,无,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1656268135?from=filter&spread=commsearch_p&position=30&kwtype=filter&now_time=1555664660
祥龙六区,3室2厅1卫,,4523 元/m²开平市－祥龙－,祥龙六区31号,88平方米,11.94万,2008年,南,普通住宅,中层(共7层),豪华装修,70年,无,满五年,经济适用房唯一,https://jiangmen.anjuke.com/prop/view/A1640034070?from=filter&spread=commsearch_p&position=31&kwtype=filter&now_time=1555664660
江海碧桂园,3室2厅1卫,,10778 元/m²江海区－滘头－,仁美里103号,90平方米,29.10万,2013年,南,普通住宅,高层(共18层),精装修,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1586588017?from=filter&spread=commsearch_p&position=32&kwtype=filter&now_time=1555664660
十里方圆,3室2厅2卫,,8426 元/m²鹤山市－中山路－,大雁山风景区西麓,108平方米,27.30万,2013年,南北,普通住宅,中层(共20层),豪华装修,70年,有,不满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1652613802?from=filter&spread=commsearch_p&position=33&kwtype=filter&now_time=1555664660
碧桂园星语,3室2厅2卫,,7547 元/m²鹤山市－中山路－,文明路,106平方米,24.00万,2011年,南,普通住宅,高层(共8层),精装修,70年,有,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1654271475?from=filter&spread=commsearch_p&position=34&kwtype=filter&now_time=1555664660
十里方圆,4室2厅2卫,,7037 元/m²鹤山市－中山路－,大雁山风景区西麓,135平方米,28.50万,2016年,南北,普通住宅,中层(共32层),豪华装修,70年,有,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1657204278?from=filter&spread=commsearch_p&position=35&kwtype=filter&now_time=1555664660
十里方圆,3室2厅2卫,,7586 元/m²鹤山市－中山路－,大雁山风景区西麓,116平方米,26.40万,2016年,北,普通住宅,中层(共32层),豪华装修,70年,有,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1657275985?from=filter&spread=commsearch_p&position=36&kwtype=filter&now_time=1555664660
十里方圆,3室2厅2卫,,7339 元/m²鹤山市－中山路－,大雁山风景区西麓,109平方米,24.00万,2018年,南,普通住宅,中层(共32层),精装修,70年,有,不满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1660271095?from=filter&spread=commsearch_p&position=37&kwtype=filter&now_time=1555664660
十里方圆,3室2厅2卫,,7391 元/m²鹤山市－中山路－,大雁山风景区西麓,115平方米,25.50万,2017年,南,普通住宅,低层(共30层),精装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1660258942?from=filter&spread=commsearch_p&position=38&kwtype=filter&now_time=1555664660
十里方圆,4室2厅2卫,,7143 元/m²鹤山市－中山路－,大雁山风景区西麓,126平方米,27.00万,2018年,南北,普通住宅,中层(共33层),豪华装修,70年,有,不满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1660283898?from=filter&spread=commsearch_p&position=39&kwtype=filter&now_time=1555664660
美的雅居乐公园天璟,3室2厅2卫,,10208 元/m²蓬江区－滨江新区－,芝山大道,96平方米,29.40万,2017年,南,普通住宅,中层(共27层),豪华装修,70年,有,不满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1603021253?from=filter&spread=commsearch_p&position=40&kwtype=filter&now_time=1555664660
十里方圆,3室2厅2卫,,7477 元/m²鹤山市－中山路－,大雁山风景区西麓,111平方米,24.90万,2014年,南,普通住宅,中层(共22层),精装修,不满二年不唯一,https://jiangmen.anjuke.com/prop/view/A1617396141?from=filter&spread=commsearch_p&position=41&kwtype=filter&now_time=1555664660
环市西路203号小区,4室2厅2卫,,5875 元/m²台山市－台山城区－,环市西路203号,160平方米,28.20万,2018年,南北,普通住宅,中层(共16层),豪华装修,70年,有,不满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1631051178?from=filter&spread=commsearch_p&position=42&kwtype=filter&now_time=1555664660
十里方圆,3室2厅2卫,,7471 元/m²鹤山市－中山路－,大雁山风景区西麓,87平方米,19.50万,2018年,南北,普通住宅,中层(共30层),精装修,不满二年不唯一,https://jiangmen.anjuke.com/prop/view/A1630293278?from=filter&spread=commsearch_p&position=43&kwtype=filter&now_time=1555664660
江海碧桂园,3室2厅1卫,,11010 元/m²江海区－滘头－,仁美里103号,89.9平方米,29.70万,2016年,南,普通住宅,低层(共18层),精装修,70年,有,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1648611771?from=filter&spread=commsearch_p&position=44&kwtype=filter&now_time=1555664660
十里方圆,3室2厅2卫,,7522 元/m²鹤山市－中山路－,大雁山风景区西麓,113平方米,25.50万,2017年,南,普通住宅,低层(共30层),精装修,70年,有,不满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1657520761?from=filter&spread=commsearch_p&position=45&kwtype=filter&now_time=1555664660
十里方圆,5室2厅4卫,,7286 元/m²鹤山市－中山路－,大雁山风景区西麓,140平方米,30.60万,2008年,南,普通住宅,共1层,毛坯,70年,无,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1657194690?from=filter&spread=commsearch_p&position=46&kwtype=filter&now_time=1555664660
岭南印象,3室2厅2卫,,10082 元/m²蓬江区－地王广场－,胜利北路,98平方米,29.64万,2013年,南北,普通住宅,高层(共22层),毛坯,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1655060955?from=filter&spread=commsearch_p&position=47&kwtype=filter&now_time=1555664660
富力尚悦居,3室2厅2卫,,5102 元/m²鹤山市－中山路－,龙口大道,98平方米,15.00万,2016年,南北,普通住宅,高层(共33层),豪华装修,不满二年不唯一,https://jiangmen.anjuke.com/prop/view/A1587384912?from=filter&spread=commsearch_p&position=48&kwtype=filter&now_time=1555664660
汇侨新城,3室2厅1卫,,9490 元/m²新会区－新会周边－,冈州大道西2号,98平方米,27.90万,2009年,南北,平房,中层(共13层),精装修,70年,有,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1626650496?from=filter&spread=commsearch_p&position=49&kwtype=filter&now_time=1555664660
江海碧桂园,2室2厅1卫,,9880 元/m²江海区－滘头－,仁美里103号,83平方米,24.60万,2015年,南,普通住宅,中层(共28层),精装修,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1620288130?from=filter&spread=commsearch_p&position=50&kwtype=filter&now_time=1555664660
江悦城公园里,3室2厅1卫,,9111 元/m²江海区－高新区－,南山路,90平方米,24.60万,2017年,南,普通住宅,中层(共33层),精装修,满二年唯一,https://jiangmen.anjuke.com/prop/view/A1589213268?from=filter&spread=commsearch_p&position=51&kwtype=filter&now_time=1555664660
恒大御景半岛,3室2厅2卫,,10000 元/m²江海区－中环广场－,礼乐一路,97平方米,29.10万,2019年,南,普通住宅,中层(共28层),精装修,不满二年唯一,https://jiangmen.anjuke.com/prop/view/A1582640607?from=filter&spread=commsearch_p&position=52&kwtype=filter&now_time=1555664660
江海碧桂园,2室2厅1卫,,11429 元/m²江海区－滘头－,仁美里103号,70平方米,24.00万,2014年,南北,普通住宅,高层(共32层),豪华装修,70年,有,不满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1608948037?from=filter&spread=commsearch_p&position=53&kwtype=filter&now_time=1555664660
五福街小区,4室2厅1卫,,6347 元/m²蓬江区－双龙广场－,五福街,121平方米,23.04万,1995年,南,普通住宅,低层(共7层),豪华装修,70年,无,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1652379587?from=filter&spread=commsearch_p&position=54&kwtype=filter&now_time=1555664660
鹤山新华城,3室2厅2卫,,7826 元/m²鹤山市－中山路－,325国道,115平方米,27.00万,2016年,东南,普通住宅,中层(共32层),毛坯,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1658590920?from=filter&spread=commsearch_p&position=55&kwtype=filter&now_time=1555664660
曙光东路161号小区,3室2厅2卫,,4300 元/m²开平市－幸福－,曙光东路161号,100平方米,12.90万,2003年,东南,普通住宅,低层(共7层),豪华装修,70年,无,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1641775784?from=filter&spread=commsearch_p&position=56&kwtype=filter&now_time=1555664660
碧桂园坚美园,3室2厅2卫,,7890 元/m²鹤山市－坚美广场－,鹤山大道,110平方米,26.04万,2013年,南,普通住宅,中层(共15层),豪华装修,不满二年不唯一,https://jiangmen.anjuke.com/prop/view/A1617415128?from=filter&spread=commsearch_p&position=57&kwtype=filter&now_time=1555664660
江海碧桂园,3室2厅1卫,,10529 元/m²江海区－滘头－,仁美里103号,85平方米,26.85万,2013年,北,普通住宅,高层(共18层),精装修,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1650388526?from=filter&spread=commsearch_p&position=58&kwtype=filter&now_time=1555664660
华园路小区,3室2厅1卫,,5618 元/m²蓬江区－五邑中医院－,华园中路,89平方米,15.00万,1995年,南,普通住宅,中层(共8层),豪华装修,70年,无,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1645028694?from=filter&spread=commsearch_p&position=59&kwtype=filter&now_time=1555664660
江悦城公园里,3室2厅1卫,,10000 元/m²江海区－高新区－,南山路,90平方米,27.00万,2018年,南,普通住宅,中层(共32层),精装修,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1639166323?from=filter&spread=commsearch_p&position=60&kwtype=filter&now_time=1555664660
保利中悦花园,3室2厅2卫,,14607 元/m²蓬江区－滨江新区－,天沙河大道46号,89平方米,39.00万,2017年,南,普通住宅,中层(共32层),精装修,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1644228337?from=filter&spread=commsearch_p&position=61&kwtype=filter&now_time=1555664701
御景豪苑,2室2厅1卫,,9512 元/m²蓬江区－杜阮－,松园大道,82平方米,23.40万,2014年,南,普通住宅,高层(共11层),毛坯,满二年不唯一,https://jiangmen.anjuke.com/prop/view/A1611632410?from=filter&spread=commsearch_p&position=62&kwtype=filter&now_time=1555664701
轩汇豪庭,3室2厅2卫,,6818 元/m²开平市－幸福－,科展路8号,110平方米,22.50万,2012年,南,普通住宅,中层(共20层),豪华装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1642731591?from=filter&spread=commsearch_p&position=63&kwtype=filter&now_time=1555664701
城西一路29号小区,3室2厅1卫,,5625 元/m²新会区－新会周边－,城西一路29号,80平方米,13.50万,1992年,南,普通住宅,低层(共7层),豪华装修,70年,无,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1634130061?from=filter&spread=commsearch_p&position=64&kwtype=filter&now_time=1555664701
莲花里,3室2厅2卫,,4316 元/m²江海区－中环广场－,南安路,95平方米,12.30万,2002年,南,普通住宅,中层(共7层),精装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1656384963?from=filter&spread=commsearch_p&position=65&kwtype=filter&now_time=1555664701
海伦湾,2室2厅1卫,,11201 元/m²江海区－外海－,江海五路,78.6平方米,26.40万,2013年,北,普通住宅,高层(共25层),精装修,满二年不唯一,https://jiangmen.anjuke.com/prop/view/A1581727338?from=filter&spread=commsearch_p&position=66&kwtype=filter&now_time=1555664701
国扬山语雅景凯旋华府,3室2厅2卫,,5511 元/m²恩平市－飞鹅塘－,锦江大道,99.8平方米,16.50万,2015年,南北,普通住宅,中层(共18层),毛坯,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1651242449?from=filter&spread=commsearch_p&position=67&kwtype=filter&now_time=1555664701
桥湖路152号小区,3室2厅2卫,,4422 元/m²台山市－台山城区－,桥湖路152号,90平方米,11.94万,1993年,南,普通住宅,中层(共8层),精装修,70年,有,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1651567384?from=filter&spread=commsearch_p&position=68&kwtype=filter&now_time=1555664701
保利西海岸,4室2厅2卫,,8333 元/m²新会区－新会周边－,同庆路18号,132平方米,33.00万,2018年,南,普通住宅,低层(共33层),精装修,70年,有,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1638885274?from=filter&spread=commsearch_p&position=69&kwtype=filter&now_time=1555664701
江南新村,3室2厅2卫,,4167 元/m²江海区－中环广场－,江南二路,96平方米,12.00万,2002年,南,普通住宅,中层(共6层),精装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1656385877?from=filter&spread=commsearch_p&position=70&kwtype=filter&now_time=1555664701
绿茵高尔夫,3室2厅2卫,,13860 元/m²蓬江区－滨江新区－,江侨路,114平方米,47.40万,2015年,南北,普通住宅,中层(共11层),精装修,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1602786125?from=filter&spread=commsearch_p&position=71&kwtype=filter&now_time=1555664701
雅怡居,3室2厅2卫,,6952 元/m²蓬江区－双龙广场－,环市一路,105平方米,21.90万,2001年,南,普通住宅,中层(共8层),精装修,70年,无,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1646203157?from=filter&spread=commsearch_p&position=72&kwtype=filter&now_time=1555664701
金都花园,3室2厅2卫,,6944 元/m²蓬江区－双龙广场－,天宁路,110.6平方米,23.04万,1997年,南,普通住宅,中层(共8层),豪华装修,70年,无,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1600767323?from=filter&spread=commsearch_p&position=73&kwtype=filter&now_time=1555664701
雅景花园,3室2厅2卫,,6316 元/m²蓬江区－东湖公园－,潮江路,95平方米,18.00万,2012年,南,普通住宅,高层(共12层),精装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1656392877?from=filter&spread=commsearch_p&position=74&kwtype=filter&now_time=1555664701
常安广场,3室2厅2卫,,7325 元/m²蓬江区－地王广场－,堤中路68号,90.1平方米,19.80万,2004年,南,普通住宅,中层(共7层),精装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1649200531?from=filter&spread=commsearch_p&position=75&kwtype=filter&now_time=1555664701
轩汇豪庭,3室2厅2卫,,9083 元/m²开平市－幸福－,科展路8号,120平方米,32.70万,2013年,北,普通住宅,中层(共25层),豪华装修,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1645137022?from=filter&spread=commsearch_p&position=76&kwtype=filter&now_time=1555664701
龙溪新城,2室2厅1卫,,9870 元/m²江海区－外海－,江海五路,77平方米,22.80万,2016年,南,普通住宅,中层(共29层),毛坯,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1628024065?from=filter&spread=commsearch_p&position=77&kwtype=filter&now_time=1555664701
骏景湾品峰,3室2厅2卫,,12442 元/m²蓬江区－中天国际－,西环路,86平方米,32.10万,2012年,南,普通住宅,中层(共32层),豪华装修,70年,有,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1648333780?from=filter&spread=commsearch_p&position=78&kwtype=filter&now_time=1555664701
中心花园,3室2厅2卫,,6444 元/m²新会区－信合大厦－,中心南路,90平方米,17.40万,2004年,南北,普通住宅,中层(共8层),豪华装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1656457822?from=filter&spread=commsearch_p&position=79&kwtype=filter&now_time=1555664701
海伦湾,2室2厅1卫,,11841 元/m²江海区－外海－,江海五路,77.5平方米,27.54万,2014年,南,普通住宅,高层(共32层),精装修,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1633900103?from=filter&spread=commsearch_p&position=80&kwtype=filter&now_time=1555664701
海伦湾,3室2厅1卫,,12000 元/m²江海区－外海－,江海五路,90平方米,32.40万,2015年,南,普通住宅,高层(共32层),精装修,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1597677578?from=filter&spread=commsearch_p&position=81&kwtype=filter&now_time=1555664701
经纬凯旋城,3室2厅2卫,,9167 元/m²鹤山市－中山路－,前进南路298号,120平方米,33.00万,2015年,南,普通住宅,中层(共28层),豪华装修,70年,有,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1640942894?from=filter&spread=commsearch_p&position=82&kwtype=filter&now_time=1555664701
汇兴花园,3室2厅2卫,,6458 元/m²蓬江区－杜阮－,江杜东路,96平方米,18.60万,2009年,南,普通住宅,高层(共12层),精装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1651127461?from=filter&spread=commsearch_p&position=83&kwtype=filter&now_time=1555664701
天鹅湾,4室2厅2卫,,12432 元/m²江海区－滘头－,五邑路,128.7平方米,48.00万,2015年,南,普通住宅,高层(共12层),豪华装修,满二年唯一,https://jiangmen.anjuke.com/prop/view/A1615343752?from=filter&spread=commsearch_p&position=84&kwtype=filter&now_time=1555664701
新桥路商住楼,3室2厅1卫,,4500 元/m²新会区－新会周边－,新桥路,80平方米,10.80万,1995年,南北,普通住宅,中层(共6层),精装修,70年,无,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1643953595?from=filter&spread=commsearch_p&position=85&kwtype=filter&now_time=1555664701
北园新村,3室2厅1卫,,5250 元/m²新会区－人民会堂－,圭峰路,80平方米,12.60万,2013年,南北,普通住宅,中层(共8层),精装修,70年,有,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1652729077?from=filter&spread=commsearch_p&position=86&kwtype=filter&now_time=1555664701
雍翠峰,4室2厅2卫,,12727 元/m²新会区－人民会堂－,圭阳北路29号,110平方米,42.00万,2015年,南北,普通住宅,高层(共10层),毛坯,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1638969838?from=filter&spread=commsearch_p&position=87&kwtype=filter&now_time=1555664701
江海碧桂园,4室2厅2卫,,10000 元/m²江海区－滘头－,仁美里103号,138平方米,41.40万,2012年,北,普通住宅,中层(共32层),毛坯,满二年唯一,https://jiangmen.anjuke.com/prop/view/A1623033011?from=filter&spread=commsearch_p&position=88&kwtype=filter&now_time=1555664701
保利西海岸,4室2厅2卫,,8772 元/m²新会区－新会周边－,同庆路18号,114平方米,30.00万,2018年,南,普通住宅,低层(共33层),精装修,70年,有,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1638881218?from=filter&spread=commsearch_p&position=89&kwtype=filter&now_time=1555664701
粤宇碧水湾,3室2厅2卫,,7263 元/m²鹤山市－中山路－,人民西路,95平方米,20.70万,2013年,南,普通住宅,低层(共18层),豪华装修,70年,有,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1620214762?from=filter&spread=commsearch_p&position=90&kwtype=filter&now_time=1555664701
